Location,Country,Category,Visitors,Rating,Revenue actual (usd),Accommodation_Available
Uowrtnjyom,Brazil,Historical,790374,1.11,"$48,443,897,000.00",Yes
Qkbqthvuus,Egypt,Nature,444946,3.22,"$19,143,532,000.00",No
Xjpbzlsgjj,China,Historical,185773,1.04,"$88,403,171,000.00",No
Fhljzjvbpa,Australia,Beach,373637,3.17,"$72,917,987,000.00",Yes
Sitfmhwsre,Australia,Beach,155004,1.15,"$49,562,286,000.00",Yes
Taxchfjbxy,France,Adventure,522424,2.52,"$96,538,675,000.00",Yes
Ysugkivner,France,Beach,42478,3.77,"$24,391,387,000.00",Yes
Hcfhlevseu,USA,Adventure,62283,2.99,"$18,725,576,000.00",No
Fkwfqezryz,Egypt,Nature,937129,4.92,"$97,241,501,000.00",Yes
Agibimlgmd,Egypt,Adventure,529317,3.89,"$39,175,659,000.00",No
Spomzyltwo,France,Beach,267338,3.92,"$10,477,742,000.00",No
Jcyinvdvxx,Brazil,Adventure,812486,4.36,"$27,489,089,000.00",No
Xrqgeurqez,China,Cultural,54601,1.79,"$29,140,676,000.00",Yes
Zeuxgedpij,USA,Adventure,383016,4.40,"$10,595,628,000.00",No
Gfqoyocwtn,India,Adventure,525222,3.40,"$22,371,427,000.00",Yes
Zasohnlqet,China,Urban,531591,1.45,"$48,430,278,000.00",No
Lwhmzwwqyc,China,Cultural,708487,2.56,"$76,104,227,000.00",No
Ebowzenxlu,Australia,Urban,98458,3.28,"$33,091,744,000.00",No
Vxbnsrdarm,India,Adventure,275747,2.07,"$76,261,489,000.00",No
Aheyqtctal,France,Historical,33090,2.39,"$2,721,983,000.00",Yes
Lrxkpnnsri,France,Historical,591022,1.47,"$7,997,695,000.00",No
Gumwiswhvb,Egypt,Nature,944845,2.65,"$96,105,081,000.00",Yes
Tsdfadnspj,France,Beach,526877,2.85,"$83,896,726,000.00",No
Xoaifgxdir,Egypt,Urban,810948,4.10,"$79,117,758,000.00",No
Cwpepzebfs,China,Nature,828404,2.83,"$49,116,349,000.00",No
Fasaunffjy,Egypt,Cultural,273606,3.11,"$33,158,932,000.00",Yes
Uranbzdiow,India,Adventure,29685,4.87,"$7,607,893,000.00",No
Wobrdhngmz,Egypt,Beach,926863,3.62,"$38,842,016,000.00",Yes
Bghhvzijcf,Egypt,Cultural,824022,3.57,"$40,540,324,000.00",No
Yhahkomyjm,India,Cultural,496516,2.98,"$8,130,744,000.00",Yes
Jggrpuagvs,France,Nature,370844,3.96,"$50,303,766,000.00",Yes
Syswmqwclq,India,Beach,181008,2.12,"$14,333,585,000.00",No
Isusuklalp,Egypt,Historical,842846,2.88,"$53,544,366,000.00",Yes
Eaullxaupa,Australia,Urban,170216,1.72,"$7,451,505,000.00",Yes
Ebdpktaimf,India,Cultural,207058,4.80,"$92,995,112,000.00",No
Rvpvcasekm,India,Cultural,577353,1.26,"$59,603,331,000.00",No
Kczcvdrybx,France,Beach,450785,1.11,"$43,240,722,000.00",Yes
Xbunptstix,Brazil,Beach,19607,3.49,"$24,339,781,000.00",No
Wrjmoznbal,USA,Cultural,582608,3.36,"$15,592,542,000.00",No
Qrrhrnlzqc,Brazil,Cultural,60673,2.99,"$65,205,562,000.00",Yes
Htslyibxhi,France,Adventure,219290,2.84,"$28,972,656,000.00",No
Ohuivedoza,USA,Cultural,759372,4.21,"$94,025,757,000.00",Yes
Atbyemjcyx,Egypt,Urban,475962,1.95,"$25,633,933,000.00",Yes
Dwnklnnhbn,USA,Beach,807835,2.31,"$39,336,535,000.00",Yes
Jesrfqfmfw,India,Adventure,189402,2.82,"$2,179,714,000.00",No
Bobisdwkph,France,Nature,785896,1.57,"$56,024,456,000.00",No
Yywjmpkotx,Egypt,Beach,770180,1.81,"$61,672,962,000.00",Yes
Nvidhzuqrx,USA,Nature,158410,1.96,"$29,314,145,000.00",No
Ygzaurhvrq,France,Urban,719773,1.70,"$48,853,409,000.00",No
Ukoypcjxsp,Brazil,Cultural,292824,4.01,"$58,004,292,000.00",No
Tjglpxtkxe,Australia,Historical,373928,4.16,"$98,506,982,000.00",Yes
Kemculavce,France,Urban,454444,1.14,"$85,282,081,000.00",No
Hfangvivic,China,Historical,172302,1.20,"$58,935,957,000.00",No
Qrhjramnty,India,Beach,934663,2.13,"$7,677,267,000.00",Yes
Aphwddqlwn,USA,Urban,54001,3.85,"$9,932,164,000.00",No
Rsdrdxlgqx,USA,Urban,771977,2.41,"$59,547,658,000.00",No
Oxmeclvwdp,USA,Adventure,986908,4.87,"$9,530,146,000.00",Yes
Dqxvqmxzbp,Egypt,Historical,817566,4.08,"$12,881,837,000.00",No
Qghdbmolqh,India,Urban,518318,1.11,"$22,709,105,000.00",Yes
Ujqtqujgar,Brazil,Urban,56921,1.22,"$5,148,169,000.00",Yes
Mrufbspetz,Brazil,Adventure,870211,3.54,"$9,605,793,000.00",No
Qwuvjuprmf,Brazil,Cultural,53758,2.72,"$8,185,595,000.00",No
Xotqslabyq,Egypt,Adventure,939997,2.33,"$78,196,899,000.00",Yes
Dnxmuoitps,Australia,Adventure,212279,2.58,"$47,653,441,000.00",No
Xmxuyezmrw,China,Nature,527982,3.28,"$66,750,054,000.00",Yes
Ythdzkzijx,India,Historical,763676,2.38,"$25,658,164,000.00",No
Ebffhsyibq,Egypt,Historical,462141,1.71,"$7,887,919,000.00",No
Dnpghqzayh,USA,Urban,151213,2.25,"$59,217,954,000.00",No
Wibwehnhxd,Brazil,Beach,131710,3.15,"$60,110,965,000.00",Yes
Qgjbjkgiyi,Brazil,Urban,509100,2.20,"$35,040,434,000.00",No
Amgkirahzi,USA,Cultural,671196,3.38,"$45,436,062,000.00",No
Njmktgcmey,Brazil,Beach,868313,1.10,"$63,188,356,000.00",No
Yjtqiqrxad,USA,Cultural,900546,3.64,"$94,605,175,000.00",Yes
Uaydnvareu,France,Urban,363407,4.15,"$37,801,553,000.00",No
Nogwaxgqvm,Brazil,Historical,335375,4.37,"$3,950,869,000.00",Yes
Imjeajogdc,Egypt,Historical,781541,1.76,"$22,984,163,000.00",Yes
Lnmwewxaoo,China,Beach,525825,3.64,"$76,973,946,000.00",Yes
Jzweqieimj,Brazil,Adventure,53178,4.12,"$86,033,114,000.00",Yes
Ervmfidiwk,USA,Nature,572557,1.57,"$35,407,735,000.00",Yes
Paqbpxnybe,France,Nature,508910,1.48,"$35,234,243,000.00",No
Etrqeilebq,USA,Beach,393845,1.41,"$92,991,733,000.00",Yes
Rwvlxkhyze,Australia,Cultural,916660,1.56,"$8,840,408,000.00",Yes
Eexnoayobl,France,Historical,359128,2.29,"$33,341,488,000.00",No
Wideupxavg,Egypt,Historical,422874,1.70,"$62,640,617,000.00",No
Rfvlhyaeqz,Brazil,Urban,738014,4.24,"$89,444,336,000.00",No
Gcfvqdmwos,Brazil,Historical,165256,2.50,"$29,379,204,000.00",Yes
Bxrylaolzz,Egypt,Beach,114923,3.07,"$6,645,707,000.00",Yes
Kwypszoeuz,USA,Historical,256144,3.29,"$24,289,732,000.00",Yes
Rwskacebvh,Egypt,Beach,41012,3.62,"$4,654,999,000.00",No
Dputtcdsoy,Australia,Historical,978561,2.42,"$80,538,357,000.00",Yes
Yxodtjysmk,Egypt,Historical,487766,4.78,"$52,639,597,000.00",Yes
Ocsyefderh,Australia,Historical,557108,1.37,"$66,189,628,000.00",No
Raqpurmrel,Australia,Urban,472272,3.81,"$52,741,426,000.00",Yes
Unqtccxuhf,France,Beach,233486,2.41,"$83,998,379,000.00",Yes
Vbifaqltto,France,Cultural,940735,3.21,"$25,944,483,000.00",No
Yxbeeddvma,USA,Historical,344634,1.43,"$5,542,068,000.00",Yes
Lrkuoybinb,Egypt,Cultural,500709,3.54,"$64,618,614,000.00",No
Mxnliunroo,USA,Urban,242744,3.20,"$8,972,111,000.00",No
Dtcjagqimw,Egypt,Cultural,144807,4.95,"$78,670,557,000.00",No
Opdbwfgnmo,France,Nature,689622,4.97,"$13,707,061,000.00",Yes
Ekmtlywola,Brazil,Cultural,381822,4.66,"$58,481,673,000.00",No
Maqonqmdmk,India,Historical,120557,2.86,"$73,331,175,000.00",No
Lvsutruvwf,France,Beach,599293,2.87,"$44,179,846,000.00",Yes
Rugkfchdso,Australia,Cultural,26411,1.57,"$42,877,824,000.00",Yes
Rkcwslxcll,Brazil,Adventure,452880,1.85,"$92,749,125,000.00",No
Xvhamjttor,Australia,Adventure,151275,2.55,"$29,540,295,000.00",Yes
Uzjngatasd,Egypt,Historical,365692,4.17,"$83,259,729,000.00",No
Gddrypwwvg,France,Historical,131964,1.92,"$2,836,769,000.00",No
Lnhxbyeaxy,Egypt,Nature,629236,4.04,"$68,351,696,000.00",Yes
Iazgcpuxiq,China,Historical,916891,4.75,"$31,489,814,000.00",No
Yzcoehfzmd,Brazil,Adventure,221786,4.16,"$83,427,213,000.00",Yes
Ckgijdoeht,USA,Cultural,793552,2.23,"$75,995,917,000.00",No
Xqctbsotfu,Brazil,Cultural,11027,2.58,"$94,007,883,000.00",No
Dqbpryqvzp,Australia,Beach,885795,3.80,"$87,501,803,000.00",No
Nllbvivogk,Brazil,Adventure,950975,4.54,"$2,673,653,000.00",Yes
Hwindpsbon,China,Urban,991472,4.48,"$93,586,852,000.00",No
Qtwpmnenel,Brazil,Cultural,335761,1.31,"$28,595,616,000.00",No
Tvbxdjuflw,Australia,Urban,153238,2.76,"$81,946,773,000.00",No
Hznequxqci,India,Beach,827869,3.63,"$64,537,393,000.00",No
Pswgaycvem,India,Cultural,569675,4.98,"$10,776,731,000.00",No
Kgmjxmpuni,Australia,Adventure,122104,4.60,"$10,092,281,000.00",No
Uvziztxdqj,China,Cultural,465640,4.38,"$177,390,000.00",No
Hgglggtwnc,Australia,Adventure,745291,1.80,"$31,154,071,000.00",No
Jwqkkpmbem,France,Adventure,440031,3.31,"$65,961,662,000.00",Yes
Wokkfheoxs,USA,Urban,331634,2.74,"$82,811,989,000.00",No
Iemqhoyjnu,Egypt,Adventure,157563,1.30,"$8,527,399,000.00",No
Szynyzibgf,Brazil,Cultural,912128,1.35,"$17,323,615,000.00",Yes
Lhnnvdcadj,USA,Urban,828012,4.41,"$29,333,988,000.00",Yes
Njouxdotcd,India,Cultural,846674,4.64,"$79,853,713,000.00",Yes
Qvqilfrzur,France,Historical,601170,4.88,"$77,693,641,000.00",Yes
Tuuwsyjobn,India,Beach,701601,1.58,"$96,981,984,000.00",Yes
Lpstrhnnks,China,Urban,99623,3.05,"$83,171,365,000.00",No
Qoyiqoeshd,China,Beach,461543,3.24,"$72,217,974,000.00",No
Fbgkovozge,Australia,Urban,89280,3.29,"$70,904,027,000.00",No
Rdmulcqpee,India,Nature,176808,4.17,"$78,437,316,000.00",Yes
Bjqrpzmoas,China,Cultural,80236,1.44,"$73,858,744,000.00",Yes
Yvlwsnnwtz,France,Cultural,910002,1.19,"$96,852,936,000.00",Yes
Ubegllbyxj,France,Cultural,389765,3.97,"$67,313,445,000.00",Yes
Osmqufafqz,Brazil,Beach,358526,2.06,"$75,219,261,000.00",No
Iawwncmdpf,India,Nature,665824,2.73,"$68,267,426,000.00",No
Xunrzmfitc,China,Urban,243558,2.32,"$4,236,573,000.00",Yes
Xmxuoejplu,Brazil,Urban,917116,1.70,"$8,085,540,000.00",No
Ziiblfkpqz,France,Urban,678505,2.46,"$74,571,369,000.00",No
Vrygahnauv,France,Cultural,452287,4.71,"$34,701,316,000.00",Yes
Vlrrrrpstn,China,Adventure,450785,3.69,"$99,337,187,000.00",No
Ykgmydfhxo,France,Adventure,685178,3.27,"$96,529,029,000.00",No
Qeemsylvha,Australia,Cultural,441265,3.01,"$27,712,986,000.00",No
Mxhnphjfmg,Australia,Nature,209522,3.61,"$69,018,282,000.00",Yes
Asmszicqtj,USA,Historical,109383,4.47,"$3,701,952,000.00",Yes
Kgvcivwzxu,USA,Nature,815618,2.96,"$65,494,256,000.00",No
Allcbgukje,India,Cultural,54493,2.17,"$6,121,706,000.00",No
Gkylmtrate,Australia,Adventure,488432,3.81,"$6,542,989,000.00",Yes
Hbxygortet,USA,Urban,513599,3.18,"$22,215,668,000.00",No
Wimspfuvba,Egypt,Historical,938246,1.23,"$98,200,757,000.00",No
Ltqbhnfduw,Egypt,Adventure,344498,1.28,"$6,848,229,000.00",Yes
Szsvcuumjq,Egypt,Adventure,94687,3.35,"$51,756,516,000.00",No
Nxujixrlxo,China,Cultural,575123,1.50,"$21,498,447,000.00",Yes
Hqefvmvgju,India,Urban,301543,3.53,"$77,224,352,000.00",Yes
Niawyiybnp,China,Nature,20904,2.54,"$99,918,664,000.00",No
Hfftvmxmki,France,Nature,29975,3.24,"$27,614,997,000.00",Yes
Kfjebgejbx,Egypt,Adventure,192347,3.26,"$28,438,185,000.00",No
Gtjbjoycns,Egypt,Beach,687753,4.49,"$65,041,721,000.00",Yes
Kugzfiugmt,Brazil,Adventure,945163,3.45,"$41,034,729,000.00",No
Rxylykwpam,Brazil,Adventure,499261,1.16,"$45,778,356,000.00",No
Dqtnyjzpob,Brazil,Cultural,313034,3.99,"$9,701,411,000.00",No
Ismdcyjasf,India,Adventure,66315,2.26,"$29,358,111,000.00",No
Mhlmaxpcho,China,Adventure,975157,3.24,"$40,052,084,000.00",Yes
Xhdfqdxzyx,USA,Urban,169815,3.04,"$16,865,709,000.00",Yes
Ghxbxeggue,China,Cultural,737710,4.79,"$96,977,816,000.00",No
Dxejfqopvp,Australia,Historical,502491,1.05,"$58,596,574,000.00",No
Tgciobbtzn,Egypt,Urban,498611,2.35,"$5,475,302,000.00",No
Ugxydkrxeh,Brazil,Cultural,964047,3.85,"$96,712,372,000.00",Yes
Tvppvnield,Egypt,Nature,348224,2.89,"$1,470,648,000.00",Yes
Epxkpubevz,Egypt,Adventure,93857,4.42,"$68,876,169,000.00",No
Uoqdlmrmar,France,Beach,449669,3.73,"$18,682,278,000.00",No
Xozbihzanv,China,Historical,22169,3.88,"$5,435,286,000.00",Yes
Rorclohnnw,USA,Beach,514881,3.14,"$86,244,777,000.00",Yes
Cbcbajjlru,USA,Historical,348674,2.68,"$18,894,035,000.00",No
Yvpjzqjgiz,India,Cultural,247130,2.82,"$47,466,461,000.00",Yes
Nssvcgmavy,India,Adventure,155596,1.32,"$19,084,505,000.00",No
Mdauzmzafx,India,Beach,495768,3.08,"$9,658,547,000.00",No
Fszyhexqvp,France,Cultural,777107,4.77,"$53,722,441,000.00",No
Jqkhuimync,Australia,Cultural,688362,2.79,"$67,037,646,000.00",Yes
Xetwqtjomg,France,Beach,116932,3.52,"$2,345,334,000.00",No
Iuidhcnacb,India,Beach,397807,1.23,"$63,644,606,000.00",No
Sugkpbhwty,Egypt,Nature,344743,1.40,"$66,731,284,000.00",No
Ckixkimhgl,France,Cultural,531567,3.18,"$95,778,282,000.00",Yes
Hsmhzmymbc,Australia,Urban,390188,2.95,"$37,171,733,000.00",Yes
Dgsyybizxe,Egypt,Cultural,400702,4.58,"$14,124,547,000.00",No
Rwvkjrgpxa,China,Nature,955798,2.66,"$73,952,106,000.00",No
Yycdxbwmco,China,Nature,280491,4.76,"$72,764,468,000.00",Yes
Jkuxgtaehg,India,Urban,159732,1.95,"$77,237,509,000.00",Yes
Iprcbxrgkd,China,Beach,515510,4.47,"$2,318,655,000.00",Yes
Igjjmrbcza,USA,Nature,424916,3.66,"$23,392,428,000.00",Yes
Bkjsyofnpd,India,Beach,261731,3.27,"$30,191,172,000.00",No
Yjbkpjxagv,Brazil,Beach,568512,3.09,"$44,770,292,000.00",No
Urfalihhon,USA,Adventure,858410,3.02,"$7,803,716,000.00",No
Ykyhwrjfcm,France,Beach,471209,1.73,"$57,065,118,000.00",Yes
Htlfqlvlzc,India,Cultural,324719,4.63,"$30,784,074,000.00",Yes
Cejkzsstcv,Australia,Nature,464124,4.72,"$39,983,496,000.00",No
Jwyandmrbc,Brazil,Adventure,764215,4.40,"$80,033,584,000.00",Yes
Wwrdsiucaq,China,Beach,221779,2.23,"$49,863,698,000.00",No
Wngfauwtjn,USA,Adventure,396374,1.60,"$20,951,116,000.00",No
Xpxqvnfnjm,USA,Urban,663884,3.41,"$52,610,006,000.00",Yes
Rojjpcdcnu,Egypt,Cultural,575175,4.15,"$8,876,227,000.00",Yes
Pvrrqnduba,France,Urban,657422,2.31,"$33,001,522,000.00",Yes
Sjjnbccwgu,India,Beach,54103,3.02,"$85,856,362,000.00",Yes
Vyopwypgre,Australia,Historical,723736,4.16,"$42,751,727,000.00",No
Lyeyqdwuhi,Egypt,Urban,430266,4.85,"$34,388,806,000.00",Yes
Segyukotfw,Brazil,Urban,356861,1.20,"$12,389,533,000.00",No
Cwjgelbmje,India,Urban,489604,3.47,"$11,093,036,000.00",Yes
Liaeanhqpq,Brazil,Cultural,946125,2.87,"$66,930,203,000.00",Yes
Sugmnfmncf,India,Urban,500871,3.70,"$69,505,687,000.00",No
Bqkrybrynn,France,Beach,853819,2.98,"$23,845,526,000.00",Yes
Pdtcptjqlo,China,Beach,502561,3.31,"$99,622,189,000.00",No
Gdojtzhenl,India,Urban,803382,3.27,"$16,163,332,000.00",Yes
Owwzkqmuku,Australia,Adventure,478429,4.25,"$45,597,659,000.00",Yes
Obvfatdwxd,Australia,Cultural,999750,4.15,"$1,845,043,000.00",No
Fscfhprxwl,Australia,Nature,249250,1.39,"$29,214,708,000.00",Yes
Fejtopfeaj,Egypt,Nature,371653,1.65,"$43,251,665,000.00",Yes
Frustsffqh,France,Historical,850133,3.28,"$45,833,899,000.00",No
Uzqsfzikhk,India,Beach,855550,4.44,"$33,869,871,000.00",No
Xvagtqrfmz,Brazil,Historical,628837,1.72,"$5,350,745,000.00",No
Boycbsglus,Australia,Beach,454351,4.92,"$6,588,203,000.00",Yes
Ezftzklcqo,USA,Beach,225255,3.65,"$41,242,728,000.00",No
Firnjlxlir,China,Urban,691990,3.84,"$99,377,924,000.00",Yes
Cysnnwkrfb,France,Beach,199269,1.22,"$3,802,453,000.00",No
Hebdboiqix,China,Adventure,917242,3.85,"$95,177,263,000.00",No
Xdqutvcghx,Brazil,Adventure,247304,2.28,"$17,569,105,000.00",Yes
Bviundggso,USA,Beach,50035,2.04,"$64,198,859,000.00",No
Srtluhvhhu,France,Beach,251147,3.99,"$85,355,632,000.00",No
Icwvaxxnvd,India,Beach,883669,1.30,"$72,352,265,000.00",Yes
Amcwppnxzr,Australia,Beach,436614,3.23,"$187,041,000.00",No
Eudmvfqjpu,Australia,Adventure,447620,2.18,"$8,136,682,000.00",Yes
Aillfvfgtw,Brazil,Beach,672593,3.03,"$70,412,719,000.00",Yes
Cbmqtzecty,USA,Historical,350839,2.40,"$7,696,227,000.00",Yes
Crchglxfcl,Brazil,Beach,239374,2.17,"$18,595,652,000.00",Yes
Bdmkymcppu,Egypt,Nature,271932,4.89,"$47,614,199,000.00",No
Tbiuprukep,Egypt,Historical,774990,3.26,"$61,274,537,000.00",Yes
Zeknxqlahq,India,Beach,58658,4.31,"$26,870,263,000.00",Yes
Qsehsqbixo,Egypt,Urban,939885,3.99,"$2,528,684,000.00",No
Mdfofyillg,Brazil,Historical,842277,3.10,"$81,530,868,000.00",Yes
Rricwwvpxg,India,Nature,399790,3.27,"$5,724,751,000.00",Yes
Ryggvhucsq,Australia,Adventure,87612,1.52,"$76,914,976,000.00",Yes
Dztzmlzrst,USA,Cultural,437414,3.12,"$6,544,681,000.00",Yes
Souwxfuozn,Egypt,Historical,984149,3.32,"$44,370,463,000.00",Yes
Oqfxvcjumq,Brazil,Historical,583199,4.78,"$50,324,419,000.00",No
Hlxbqggeey,Australia,Urban,865413,1.85,"$15,400,538,000.00",No
Fltusqfkye,India,Nature,630612,1.97,"$61,372,567,000.00",Yes
Fjpktkapne,Egypt,Adventure,985002,3.50,"$29,570,701,000.00",Yes
Wwocqzhyrv,France,Beach,377233,4.63,"$71,062,105,000.00",No
Wykmdhkujj,China,Nature,990666,1.21,"$34,714,683,000.00",No
Pqumezscie,Brazil,Nature,481265,2.51,"$16,777,735,000.00",No
Dplbwgrvak,China,Beach,52999,4.65,"$60,428,983,000.00",Yes
Jvksqbnhel,Egypt,Nature,254054,2.06,"$11,877,547,000.00",Yes
Dawlpjtgwq,Australia,Adventure,402222,2.32,"$2,404,681,000.00",No
Qkybxoahbp,Egypt,Historical,826039,4.52,"$2,264,128,000.00",No
Aecbhkwsgz,Australia,Adventure,249551,3.33,"$36,147,149,000.00",Yes
Lxgyxwclob,Australia,Cultural,304427,2.05,"$29,318,245,000.00",No
Khuvvvvfne,Brazil,Cultural,102890,1.67,"$25,344,351,000.00",Yes
Fhiwytyacn,China,Urban,944606,4.68,"$99,016,491,000.00",No
Toyreabofu,France,Adventure,467891,2.84,"$20,772,851,000.00",No
Gurtvkmuio,Egypt,Adventure,267656,3.19,"$8,143,503,000.00",Yes
Cjjhnljnhw,USA,Adventure,275926,2.67,"$73,681,367,000.00",Yes
Khvhnqptyl,India,Beach,99259,3.10,"$67,218,792,000.00",No
Fpwucjvxlw,China,Cultural,111517,2.46,"$37,076,116,000.00",No
Tremhqfndr,India,Adventure,393526,1.02,"$49,707,738,000.00",Yes
Fuddtxpokn,France,Cultural,781264,2.91,"$17,415,347,000.00",Yes
Pndupaqrnz,France,Adventure,326231,3.10,"$63,267,383,000.00",Yes
Jyazkwjpjc,Egypt,Beach,371631,1.92,"$93,515,513,000.00",Yes
Dlbuyxbvii,India,Cultural,778200,2.14,"$62,305,563,000.00",No
Uncocuczom,USA,Cultural,640120,2.41,"$62,608,332,000.00",No
Bdcljtgqpe,India,Adventure,652681,2.65,"$52,546,661,000.00",No
Jtzpaszrfn,Australia,Beach,254598,1.38,"$11,233,397,000.00",Yes
Bwcgpkxmoo,Australia,Urban,576739,3.45,"$16,284,745,000.00",Yes
Addfswfqko,China,Cultural,457076,1.49,"$45,003,656,000.00",Yes
Mxkgvaaatb,Australia,Beach,74761,3.65,"$16,334,567,000.00",Yes
Xpuemqphjm,Australia,Historical,708561,4.57,"$44,566,642,000.00",No
Ythutjqkuz,Australia,Nature,274442,4.57,"$21,109,826,000.00",No
Zmcxxqkwwh,Egypt,Urban,976128,3.66,"$41,246,611,000.00",Yes
Stryqjwlni,Brazil,Beach,583867,2.93,"$72,489,012,000.00",No
Amzohyzbpa,USA,Urban,487014,3.71,"$18,676,762,000.00",Yes
Mrvtjmbzpd,Australia,Cultural,282978,2.49,"$8,488,252,000.00",No
Ggoryukiua,Australia,Urban,545714,4.52,"$10,924,864,000.00",Yes
Mhtgtmdcpw,India,Nature,252879,2.49,"$35,162,096,000.00",No
Hcmoebygpc,China,Adventure,484106,1.92,"$33,211,812,000.00",Yes
Phtpvhpnqu,Australia,Adventure,741488,2.05,"$65,260,717,000.00",Yes
Igzqicoqfs,France,Nature,246639,1.45,"$4,886,311,000.00",No
Bngefszpay,Egypt,Historical,911412,3.15,"$30,631,597,000.00",No
Vducpjxppb,USA,Historical,577995,2.27,"$8,940,274,000.00",No
Udlyivhmlb,Brazil,Adventure,353069,4.03,"$12,715,874,000.00",Yes
Svqyopivvd,USA,Adventure,243564,2.91,"$35,764,791,000.00",No
Lhhjqrehhc,France,Cultural,724181,4.39,"$82,986,756,000.00",Yes
Jvewkrbphj,USA,Historical,21711,4.31,"$83,648,222,000.00",No
Znfxtgqhco,China,Adventure,437972,3.53,"$25,903,072,000.00",No
Gbptkgwebj,China,Adventure,274766,4.10,"$27,373,325,000.00",Yes
Bkthggyqzl,USA,Cultural,173285,3.69,"$20,141,735,000.00",No
Paupahnnfh,China,Historical,320819,1.79,"$65,533,864,000.00",Yes
Enafwanrys,Australia,Historical,217151,4.16,"$31,201,836,000.00",Yes
Csbmujkbws,Egypt,Adventure,705102,1.88,"$76,226,855,000.00",Yes
Cmjsikhzib,India,Adventure,244365,2.78,"$76,930,126,000.00",No
Aonyboeddk,Brazil,Nature,456584,4.08,"$57,153,924,000.00",Yes
Ffacimysjy,Brazil,Cultural,352043,4.28,"$80,504,384,000.00",No
Hrmdbfyivx,India,Urban,980817,4.55,"$98,074,894,000.00",No
Cxywvfztxg,Australia,Adventure,523306,4.15,"$21,051,136,000.00",No
Ytussmqlfb,Brazil,Urban,407072,3.96,"$9,868,255,000.00",Yes
Untuctcgjy,Brazil,Beach,916659,2.66,"$35,555,506,000.00",No
Rcfnvfeysq,Australia,Nature,812508,1.90,"$51,894,957,000.00",Yes
Grvcxlfkcc,China,Adventure,298213,4.66,"$94,718,409,000.00",No
Slnilvnbbr,USA,Nature,823315,4.91,"$92,171,095,000.00",Yes
Jgphhhjfdn,USA,Cultural,966155,2.36,"$78,912,776,000.00",No
Jrikawuula,France,Cultural,642556,3.66,"$39,933,337,000.00",No
Udffihlmvp,Brazil,Nature,193167,1.10,"$44,751,264,000.00",No
Jffldubyga,Australia,Nature,904557,2.17,"$54,861,918,000.00",Yes
Mycvtnvpzl,India,Beach,470311,4.59,"$3,790,269,000.00",Yes
Nnrasqzmcu,Egypt,Historical,351305,1.88,"$20,362,379,000.00",Yes
Bqmiemyord,Australia,Urban,631645,1.25,"$16,370,986,000.00",Yes
Jhduvacsjw,Australia,Cultural,999664,2.71,"$9,660,226,000.00",No
Bzzuwapbdd,Egypt,Adventure,776741,1.38,"$97,792,684,000.00",No
Rqbrbddkrc,India,Historical,826139,3.40,"$25,536,283,000.00",No
Olbyjcsanp,India,Nature,787450,2.37,"$62,988,782,000.00",Yes
Faygnfhvlt,India,Adventure,195907,4.12,"$36,168,576,000.00",Yes
Hnvetmgnyq,China,Nature,744743,3.87,"$42,178,662,000.00",Yes
Svbzymdtos,India,Beach,539942,1.16,"$68,519,736,000.00",Yes
Hsjpmjacrf,Egypt,Nature,605738,4.54,"$91,626,148,000.00",Yes
Xvaknvhwrs,Brazil,Urban,269727,1.06,"$20,720,377,000.00",No
Xhbmccnbmb,Egypt,Adventure,638346,1.93,"$42,073,864,000.00",No
Muoapixjoi,France,Urban,66093,3.16,"$57,714,008,000.00",Yes
Aqxqsmlojb,Brazil,Nature,730770,3.93,"$71,283,611,000.00",No
Spoatbmynq,China,Urban,369645,4.02,"$23,907,026,000.00",No
Jaefubbsgn,India,Cultural,257871,4.44,"$42,907,159,000.00",Yes
Ndcmfbwteg,Egypt,Beach,65795,3.83,"$4,050,701,000.00",Yes
Jnbgynmniu,China,Historical,2568,4.48,"$91,177,395,000.00",Yes
Qvdqtgocne,USA,Beach,942994,4.51,"$12,028,048,000.00",Yes
Ftyybexsva,China,Cultural,25418,4.58,"$189,779,000.00",Yes
Stpqagftuu,Brazil,Beach,91726,1.49,"$19,586,985,000.00",Yes
Cmwztgzqvy,China,Adventure,168718,2.34,"$45,132,287,000.00",Yes
Mlfxymhdtj,Brazil,Historical,215823,2.74,"$90,976,677,000.00",Yes
Jryhfsayuy,USA,Nature,810900,3.89,"$67,517,287,000.00",Yes
Pdshwnjjuz,India,Beach,260061,1.81,"$6,516,689,000.00",Yes
Gtdjtgrpuz,China,Beach,29682,3.39,"$76,922,522,000.00",Yes
Elpinscbfq,China,Cultural,481004,4.67,"$52,789,828,000.00",Yes
Nuplitsngr,Australia,Cultural,430845,3.83,"$22,216,361,000.00",No
Ghurturwbj,China,Adventure,518535,1.67,"$39,688,631,000.00",No
Smkgtajfyn,Egypt,Adventure,426491,2.65,"$80,040,019,000.00",No
Oveuqaddyp,China,Cultural,241556,2.15,"$13,868,152,000.00",No
Irkvjfuqde,Egypt,Historical,815015,1.87,"$39,246,632,000.00",Yes
Clomderrkq,France,Historical,78243,2.83,"$34,526,219,000.00",No
Tkddribfem,India,Urban,672998,4.98,"$11,833,636,000.00",Yes
Kqizjrbkgr,USA,Beach,245120,2.02,"$93,091,987,000.00",Yes
Byccnahsyl,Brazil,Historical,888839,4.03,"$37,287,966,000.00",No
